product_name,product_category_tree,description,description_token,words
Baby Moshai Baby Girl's A-line Dress,Baby Care,"Key Features of Baby Moshai Baby Girl's A-line Dress Commendable design,Baby Moshai Baby Girl's A-line Dress Price: Rs. 900 Give a simple yet elegant look to your girl with this amazing pink colored full sleeved dress from the house of Baby Moshai. It is made from soft faux fur and net fabric to provide all the comfort and ease your daughter wants. Do not miss the opportunity and be the first to grab on to the trendiest pick of the season. A barrage of compliments will make you and your child happy.,Specifications of Baby Moshai Baby Girl's A-line Dress In The Box 1 Dress Dimensions Length Mini/Short General Details Pattern Solid Occasion Casual Ideal For Baby Girl's Dress Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Fabric Faux Fur, Net Type A-line Neck Round Additional Details Other Details Warm party wear fleece and net dress for girls, Faux fur turtle neck, Fleece frock, suitable for winters, Elastic waistband for better fit, High quality garment, Girlie net that adds softness to the entire garment Fabric Care Hand Washable","['key', 'feature', 'baby', 'moshai', 'baby', 'girl', 'line', 'dress', 'commendable', 'design', 'baby', 'moshai', 'baby', 'girl', 'line', 'dress', 'price', 'r', '', 'give', 'simple', 'yet', 'elegant', 'look', 'girl', 'amaze', 'pink', 'color', 'full', 'sleeved', 'dress', 'house', 'baby', 'moshai', 'make', 'soft', 'faux', 'fur', 'net', 'fabric', 'provide', 'comfort', 'ease', 'daughter', 'want', 'miss', 'opportunity', 'first', 'grab', 'trendiest', 'pick', 'season', 'barrage', 'compliment', 'make', 'child', 'happy', 'specification', 'baby', 'moshai', 'baby', 'girl', 'line', 'dress', 'box', '', 'dress', 'dimension', 'length', 'mini', 'short', 'general', 'detail', 'pattern', 'solid', 'occasion', 'casual', 'ideal', 'baby', 'girl', 'dress', 'detail', 'sleeve', 'full', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '', 'fabric', 'faux', 'fur', 'net', 'type', 'line', 'neck', 'round', 'additional', 'detail', 'detail', 'warm', 'party', 'wear', 'fleece', 'net', 'dress', 'girl', 'faux', 'fur', 'turtle', 'neck', 'fleece', 'frock', 'suitable', 'winter', 'elastic', 'waistband', 'well', 'fit', 'high', 'quality', 'garment', 'girlie', 'net', 'add', 'softness', 'entire', 'garment', 'fabric', 'care', 'hand', 'washable']",y fture ba mosi ba girl li dress  design ba mosi ba girl li dress pre r  give simple yet ega look girl amaze pi color full ev dress house ba mosi ma soft faux fur t fabr provide comfort se daughter wa   first  iest pk sson  complime ma child ppy specifiion ba mosi ba girl li dress box  dress dimension length mini short geral deil paern solid occasion casual idl ba girl dress deil eve full eve nuer coe sale package pack  fabr faux fur t type li ck rou additional deil deil warm party  fleece t dress girl faux fur  ck fleece frock suible wier ast waistba wl fit high quality garme  t add softss eire garme fabr care  wasble
My Little Lambs Baby Girl's Gathered Dress,Baby Care,"Key Features of My Little Lambs Baby Girl's Gathered Dress LIGHT BLUE Gathered,My Little Lambs Baby Girl's Gathered Dress Price: Rs. 1,550 Embroidered Dress with ethnic floral print,Specifications of My Little Lambs Baby Girl's Gathered Dress In The Box 1 Dress Dimensions Length Midi/Knee Length General Details Pattern Floral Print Ideal For Baby Girl's Occasion Casual Dress Details Lining 100% Cotton Sleeve Cap sleeve Belt Included No Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Gathered Neck Round Neck Fabric Care Wash Separately, Cold Wash, No Tumble Dry, No Bleach, Light Iron, No Dry Clean","['key', 'feature', 'little', 'lamb', 'baby', 'girl', 'gather', 'dress', 'light', 'blue', 'gather', 'little', 'lamb', 'baby', 'girl', 'gather', 'dress', 'price', 'r', '', '', 'embroider', 'dress', 'ethnic', 'floral', 'print', 'specification', 'little', 'lamb', 'baby', 'girl', 'gather', 'dress', 'box', '', 'dress', 'dimension', 'length', 'midi', 'knee', 'length', 'general', 'detail', 'pattern', 'floral', 'print', 'ideal', 'baby', 'girl', 'occasion', 'casual', 'dress', 'detail', 'line', '', 'cotton', 'sleeve', 'cap', 'sleeve', 'belt', 'include', 'number', 'content', 'sale', 'package', 'pack', '', 'fabric', 'cotton', 'type', 'gather', 'neck', 'round', 'neck', 'fabric', 'care', 'wash', 'separately', 'cold', 'wash', 'tumble', 'dry', 'bleach', 'light', 'iron', 'dry', 'clean']",y fture lile la ba girl gather dress light e gather lile la ba girl gather dress pre r   eroider dress ethn floral pri specifiion lile la ba girl gather dress box  dress dimension length midi ke length geral deil paern floral pri idl ba girl occasion casual dress deil li  coon eve cap eve bt include nuer coe sale package pack  fabr coon type gather ck rou ck fabr care wash separaty cold wash tule dry blch light iron dry cln
arnavs Multi1 Bottle Opener Set,Kitchen & Dining,"arnavs Multi1 Bottle Opener Set Price: Rs. 250 This five in one opener is essential in every kitchen.,Specifications of arnavs Multi1 Bottle Opener Set General Brand arnavs Model Number Multi1 Type Bottle Opener Set Color Red","['arnavs', 'multi', 'bottle', 'opener', 'set', 'price', 'r', '', 'five', 'one', 'opener', 'essential', 'every', 'kitchen', 'specification', 'arnavs', 'multi', 'bottle', 'opener', 'set', 'general', 'brand', 'arnavs', 'model', 'number', 'multi', 'type', 'bottle', 'opener', 'set', 'color', 'red']",arns multi bole oper set pre r  five o oper esseial every kitchen specifiion arns multi bole oper set geral bra arns mod nuer multi type bole oper set color r
I Ball IBCTDC 160/2gb/DDR2 with Dual Core 2 RAM 160 Hard Disk,Computers,"Specifications of I Ball IBCTDC 160/2gb/DDR2 with Dual Core 2 RAM 160 Hard Disk (Free DOS) Performance Features Processor Speed 2.33 GHz Processor Name Intel Processor Type Dual Core Number of Cores 2 General Brand I Ball Operating System Free DOS Graphics Memory NA GB Model Name IBCTDC 160/2gb/DDR2 Graphics Intel onboard System Memory and Storage Features Memory Technology DDR2 RAM 2 GB Hard Disk Capacity 160 GB Warranty Covered in Warranty All Parts of the Product Service Type 1 Year Domestic Warranty Warranty Summary 1 Year Domestic warranty covered for all parts of the product Not Covered in Warranty Burning or Physically Damaged Dimensions Weight 5 kg Height 50 cm Width 40 cm Depth 30 cm In the Box Sales Package CPU, Driver CD, Power Cable","['specification', 'ball', 'ibctdc', '', 'gb', 'ddr', 'dual', 'core', '', 'ram', '', 'hard', 'disk', 'free', 'do', 'performance', 'feature', 'processor', 'speed', '', '', 'ghz', 'processor', 'name', 'intel', 'processor', 'type', 'dual', 'core', 'number', 'core', '', 'general', 'brand', 'ball', 'operating', 'system', 'free', 'do', 'graphic', 'memory', 'na', 'gb', 'model', 'name', 'ibctdc', '', 'gb', 'ddr', 'graphic', 'intel', 'onboard', 'system', 'memory', 'storage', 'feature', 'memory', 'technology', 'ddr', 'ram', '', 'gb', 'hard', 'disk', 'capacity', '', 'gb', 'warranty', 'cover', 'warranty', 'part', 'product', 'service', 'type', '', 'year', 'domestic', 'warranty', 'warranty', 'summary', '', 'year', 'domestic', 'warranty', 'cover', 'part', 'product', 'cover', 'warranty', 'burning', 'physically', 'damage', 'dimension', 'weight', '', 'kg', 'height', '', 'cm', 'width', '', 'cm', 'depth', '', 'cm', 'box', 'sale', 'package', 'cpu', 'driver', 'cd', 'power', 'cable']",specifiion ball ibdc  gb ddr dual core  ram   disk free do performance fture processor spe   ghz processor name i processor type dual core nuer core  geral bra ball operating sy free do graph memory na gb mod name ibdc  gb ddr graph i  sy memory sto fture memory technology ddr ram  gb  disk capacity  gb warray cover warray part produ serve type   domest warray warray summary   domest warray cover part produ cover warray  physily damage dimension wght  kg hght  cm width  cm depth  cm box sale package u   power cable
Globe Graphic Print Baby Boy's Round Neck Orange T-Shirt,Baby Care,"Key Features of Globe Graphic Print Baby Boy's Round Neck Orange T-Shirt Fit: Regular Suitable For: Western Wear Sleeve: Half Sleeve Fabric: Cotton Color:Orange,Globe Graphic Print Baby Boy's Round Neck Orange T-Shirt Price: Rs. 374 Comfortable, casual and loose fitting, our heavyweight dark color polo t-shirt will quickly become one of your kids favorites. Made from 100% cotton, it wears well on anyone. We’ve double-needle stitched the bottom and sleeve hems for extra durability.,Specifications of Globe Graphic Print Baby Boy's Round Neck Orange T-Shirt T-shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Round Neck Fit Regular General Details Pattern Graphic Print Ideal For Baby Boy's Occasion Casual Fabric Care Wash with Similar Colors, Use Detergent for Colors Additional Details Style Code GLB-TS-575 In the Box 1 T Shirt","['key', 'feature', 'globe', 'graphic', 'print', 'baby', 'boy', 'round', 'neck', 'orange', 'shirt', 'fit', 'regular', 'suitable', 'western', 'wear', 'sleeve', 'half', 'sleeve', 'fabric', 'cotton', 'color', 'orange', 'globe', 'graphic', 'print', 'baby', 'boy', 'round', 'neck', 'orange', 'shirt', 'price', 'r', '', 'comfortable', 'casual', 'loose', 'fitting', 'heavyweight', 'dark', 'color', 'polo', 'shirt', 'quickly', 'become', 'one', 'kid', 'favorite', 'make', '', 'cotton', 'wear', 'well', 'anyone', 'double', 'needle', 'stitch', 'bottom', 'sleeve', 'hem', 'extra', 'durability', 'specification', 'globe', 'graphic', 'print', 'baby', 'boy', 'round', 'neck', 'orange', 'shirt', 'shirt', 'detail', 'sleeve', 'half', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '', 'fabric', 'cotton', 'type', 'round', 'neck', 'fit', 'regular', 'general', 'detail', 'pattern', 'graphic', 'print', 'ideal', 'baby', 'boy', 'occasion', 'casual', 'fabric', 'care', 'wash', 'similar', 'color', 'use', 'detergent', 'color', 'additional', 'detail', 'style', 'code', 'glb', 't', '', 'box', '', 'shirt']",y fture globe graph pri ba boy rou ck orange shirt fit regular suible western  eve lf eve fabr coon color orange globe graph pri ba boy rou ck orange shirt pre r  comforble casual loose fiing heywght dark color polo shirt qukly become o kid forite ma  coon  wl  double  stitch boom eve hem extra durability specifiion globe graph pri ba boy rou ck orange shirt shirt deil eve lf eve nuer coe sale package pack  fabr coon type rou ck fit regular geral deil paern graph pri idl ba boy occasion casual fabr care wash similar color use deterge color additional deil style code  t  box  shirt
JayEnterprise Plastic Hand Juicer,Kitchen & Dining,Specifications of JayEnterprise Plastic Hand Juicer (Multicolor) General Brand JayEnterprise Model Number Hand_Juicer_combo Material Plastic Color Multicolor In the box Sales Package 2 Hand Juicer Additional Features Dishwasher Safe No,"['specification', 'jayenterprise', 'plastic', 'hand', 'juicer', 'multicolor', 'general', 'brand', 'jayenterprise', 'model', 'number', 'hand_juicer_combo', 'material', 'plastic', 'color', 'multicolor', 'box', 'sale', 'package', '', 'hand', 'juicer', 'additional', 'feature', 'dishwasher', 'safe']",specifiion jayeerise st  juer multolor geral bra jayeerise mod nuer  material st color multolor box sale package   juer additional fture dishwasher safe
Craftuno Handcrafted Soapstone Mini Cannon Showpiece  -  6.25 cm,Home Decor & Festive Needs,Buy Craftuno Handcrafted Soapstone Mini Cannon Showpiece  -  6.25 cm for Rs.399 online. Craftuno Handcrafted Soapstone Mini Cannon Showpiece  -  6.25 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'craftuno', 'handcraft', 'soapstone', 'mini', 'cannon', 'showpiece', '', '', 'cm', 'r', '', 'online', 'craftuno', 'handcraft', 'soapstone', 'mini', 'cannon', 'showpiece', '', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy craftuno craft soapsto mini cannon showpiece   cm r  onli craftuno craft soapsto mini cannon showpiece   cm best pre free sping cash divery genui produ  day receme guaraee
Elephant 9.84 inch Lid,Kitchen & Dining,Buy Elephant 9.84 inch Lid for Rs.450 online. Elephant 9.84 inch Lid at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'elephant', '', '', 'inch', 'lid', 'r', '', 'online', 'elephant', '', '', 'inch', 'lid', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy ep   inch lid r  onli ep   inch lid best pre free sping cash divery genui produ  day receme guaraee
Equinox EB-EQ 33 Body Fat Analyzer,Beauty and Personal Care,Buy Equinox EB-EQ 33 Body Fat Analyzer only for Rs. 3292 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'equinox', 'eb', 'eq', '', 'body', 'fat', 'analyzer', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy uinox    body   r  flipkart com genui produ  day receme guaraee free sping cash divery
Nihar Pirangi Bomber Showpiece  -  10 cm,Home Decor & Festive Needs,Buy Nihar Pirangi Bomber Showpiece  -  10 cm for Rs.194 online. Nihar Pirangi Bomber Showpiece  -  10 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'nihar', 'pirangi', 'bomber', 'showpiece', '', 'cm', 'r', '', 'online', 'nihar', 'pirangi', 'bomber', 'showpiece', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy nir pirangi boer showpiece  cm r  onli nir pirangi boer showpiece  cm best pre free sping cash divery genui produ  day receme guaraee
NEHP NEH0012 Showpiece  -  22.86 cm,Home Decor & Festive Needs,Buy NEHP NEH0012 Showpiece  -  22.86 cm for Rs.699 online. NEHP NEH0012 Showpiece  -  22.86 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'nehp', 'neh', 'showpiece', '', '', 'cm', 'r', '', 'online', 'nehp', 'neh', 'showpiece', '', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy hp h showpiece   cm r  onli hp h showpiece   cm best pre free sping cash divery genui produ  day receme guaraee
Homedesires Showpiece  -  10.5 cm,Home Decor & Festive Needs,Buy Homedesires Showpiece  -  10.5 cm for Rs.340 online. Homedesires Showpiece  -  10.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'homedesires', 'showpiece', '', '', 'cm', 'r', '', 'online', 'homedesires', 'showpiece', '', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy homesires showpiece   cm r  onli homesires showpiece   cm best pre free sping cash divery genui produ  day receme guaraee
Pg handicrafts Beaded two drawers sofa set showpiece Showpiece  -  10.5 cm,Home Decor & Festive Needs,Buy Pg handicrafts Beaded two drawers sofa set showpiece Showpiece  -  10.5 cm for Rs.800 online. Pg handicrafts Beaded two drawers sofa set showpiece Showpiece  -  10.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'pg', 'handicraft', 'bead', 'two', 'drawer', 'sofa', 'set', 'showpiece', 'showpiece', '', '', 'cm', 'r', '', 'online', 'pg', 'handicraft', 'bead', 'two', 'drawer', 'sofa', 'set', 'showpiece', 'showpiece', '', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy pg raft bd two der sofa set showpiece showpiece   cm r  onli pg raft bd two der sofa set showpiece showpiece   cm best pre free sping cash divery genui produ  day receme guaraee
Lal Haveli Rajasthani Handmade Decorative Wood Jharoka Showpiece  -  30.48 cm,Home Decor & Festive Needs,Buy Lal Haveli Rajasthani Handmade Decorative Wood Jharoka Showpiece  -  30.48 cm for Rs.749 online. Lal Haveli Rajasthani Handmade Decorative Wood Jharoka Showpiece  -  30.48 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'lal', 'haveli', 'rajasthani', 'handmade', 'decorative', 'wood', 'jharoka', 'showpiece', '', '', 'cm', 'r', '', 'online', 'lal', 'haveli', 'rajasthani', 'handmade', 'decorative', 'wood', 'jharoka', 'showpiece', '', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy lal hi rajastni made decorative wood jroka showpiece   cm r  onli lal hi rajastni made decorative wood jroka showpiece   cm best pre free sping cash divery genui produ  day receme guaraee
Aapno Rajasthan Marvel In Marble - Gold Embossed Roli Tika Chopra Showpiece  -  7.62 cm,Home Decor & Festive Needs,Buy Aapno Rajasthan Marvel In Marble - Gold Embossed Roli Tika Chopra Showpiece  -  7.62 cm for Rs.600 online. Aapno Rajasthan Marvel In Marble - Gold Embossed Roli Tika Chopra Showpiece  -  7.62 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'aapno', 'rajasthan', 'marvel', 'marble', 'gold', 'emboss', 'roli', 'tika', 'chopra', 'showpiece', '', '', 'cm', 'r', '', 'online', 'aapno', 'rajasthan', 'marvel', 'marble', 'gold', 'emboss', 'roli', 'tika', 'chopra', 'showpiece', '', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy aapno rajastn marv male gold ems roli tika cra showpiece   cm r  onli aapno rajastn marv male gold ems roli tika cra showpiece   cm best pre free sping cash divery genui produ  day receme guaraee
Ravishing Variety Statue Showpiece  -  17 cm,Home Decor & Festive Needs,Buy Ravishing Variety Statue Showpiece  -  17 cm for Rs.500 online. Ravishing Variety Statue Showpiece  -  17 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'ravish', 'variety', 'statue', 'showpiece', '', 'cm', 'r', '', 'online', 'ravish', 'variety', 'statue', 'showpiece', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy rish variety stue showpiece  cm r  onli rish variety stue showpiece  cm best pre free sping cash divery genui produ  day receme guaraee
Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece  -  10 cm,Home Decor & Festive Needs,Buy Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece  -  10 cm for Rs.750 online. Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece  -  10 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'infinity', 'india', 'antique', 'gemstone', 'brass', 'surahi', 'handicraft', 'gift', '', 'showpiece', '', 'cm', 'r', '', 'online', 'infinity', 'india', 'antique', 'gemstone', 'brass', 'surahi', 'handicraft', 'gift', '', 'showpiece', '', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy infinity iia aique sto brass surahi raft gift  showpiece  cm r  onli infinity iia aique sto brass surahi raft gift  showpiece  cm best pre free sping cash divery genui produ  day receme guaraee
Linksys Smart Wi-Fi Router,Computers,Buy Linksys Smart Wi-Fi Router only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'linksys', 'smart', 'wi', 'fi', 'router', 'r', '', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy  smart wi fi router r   flipkart com genui produ  day receme guaraee free sping cash divery
Wild Stone Red And Juice Combo Set,Beauty and Personal Care,Flipkart.com: Buy Wild Stone Red And Juice Combo Set online only for Rs. 390 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'wild', 'stone', 'red', 'juice', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy wild sto r jue coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Intex W150D,Computers,Buy Intex W150D only for Rs. 1149 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'intex', 'wd', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy iex wd r  flipkart com genui produ  day receme guaraee free sping cash divery
Adidas Ice Drive and Dynamic Pulse Combo Set,Beauty and Personal Care,Flipkart.com: Buy Adidas Ice Drive and Dynamic Pulse Combo Set online only for Rs. 315 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'adidas', 'ice', 'drive', 'dynamic', 'pulse', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy adidas e drive dynam pue coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
"Vincent Valentine Paris Set of Dark Fire, Dark Fire & Majesty Deodorants Combo Set",Beauty and Personal Care,"Vincent Valentine Paris Set of Dark Fire, Dark Fire & Majesty Deodorants Combo Set (Set of 3)
                         Price: Rs. 389
				
			Dark Fire sparkles with an enchanting top note blend of Black Currant and Star Anise. The distinctive spiciness is embraced by Galanga Root for depth and Green Pepper extract for warmth. The base is rich and woody with Balsam, Cedar entwined with Vanilla Beans. 
Passionate and royal, majesty, the latest beautiful perfume from Anna Andre distinguishes itself from all others. It pampers the young and extravagant woman with a neo-classical touch.
Dark Fire sparkles with an enchanting top note blend of Black Currant and Star Anise. The distinctive spiciness is embraced by Galanga Root for depth and Green Pepper extract for warmth. The base is rich and woody with Balsam, Cedar entwined with Vanilla Beans. 
Passionate and royal, majesty, the latest beautiful perfume from Anna Andre distinguishes itself from all others. It pampers the young and extravagant woman with a neo-classical touch.","['vincent', 'valentine', 'paris', 'set', 'dark', 'fire', 'dark', 'fire', 'majesty', 'deodorant', 'combo', 'set', 'set', '', 'price', 'r', '', 'dark', 'fire', 'sparkle', 'enchant', 'top', 'note', 'blend', 'black', 'currant', 'star', 'anise', 'distinctive', 'spiciness', 'embrace', 'galanga', 'root', 'depth', 'green', 'pepper', 'extract', 'warmth', 'base', 'rich', 'woody', 'balsam', 'cedar', 'entwine', 'vanilla', 'bean', 'passionate', 'royal', 'majesty', 'late', 'beautiful', 'perfume', 'anna', 'andre', 'distinguishes', 'others', 'pampers', 'young', 'extravagant', 'woman', 'neo', 'classical', 'touch', 'dark', 'fire', 'sparkle', 'enchant', 'top', 'note', 'blend', 'black', 'currant', 'star', 'anise', 'distinctive', 'spiciness', 'embrace', 'galanga', 'root', 'depth', 'green', 'pepper', 'extract', 'warmth', 'base', 'rich', 'woody', 'balsam', 'cedar', 'entwine', 'vanilla', 'bean', 'passionate', 'royal', 'majesty', 'late', 'beautiful', 'perfume', 'anna', 'andre', 'distinguishes', 'others', 'pampers', 'young', 'extravagant', 'woman', 'neo', 'classical', 'touch']",vince valei paris set dark fire dark fire majesty ddora coo set set  pre r  dark fire sparkle enc top note ble black curra sr anise distinive spiss erace gaga root depth green pepper extra warmth base rh woody baam car ewi vanilla bn passionate royal majesty late butiful perfume anna are distinguishes others pampers young extraga woman n classi touch dark fire sparkle enc top note ble black curra sr anise distinive spiss erace gaga root depth green pepper extra warmth base rh woody baam car ewi vanilla bn passionate royal majesty late butiful perfume anna are distinguishes others pampers young extraga woman n classi touch
"Denver RO,Black Code Gift Set  Combo Set",Beauty and Personal Care,"Flipkart.com: Buy Denver RO,Black Code Gift Set  Combo Set online only for Rs. 355 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'denver', 'ro', 'black', 'code', 'gift', 'set', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy denver ro black code gift set coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Wild Stone Smoke And Juice Combo Set,Beauty and Personal Care,Flipkart.com: Buy Wild Stone Smoke And Juice Combo Set online only for Rs. 350 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'wild', 'stone', 'smoke', 'juice', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy wild sto smo jue coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Archies VJ-552 Combo Set,Beauty and Personal Care,Flipkart.com: Buy Archies VJ-552 Combo Set online only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'archies', 'vj', '', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy archies vj  coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Asus Wireless AC2400 Dual-band Gigabit Router,Computers,Buy Asus Wireless AC2400 Dual-band Gigabit Router only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'asus', 'wireless', 'ac', 'dual', 'band', 'gigabit', 'router', 'r', '', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy asus wiress ac dual ba gigabit router r   flipkart com genui produ  day receme guaraee free sping cash divery
"Denver Sport,Hamilton Combo Set",Beauty and Personal Care,"Flipkart.com: Buy Denver Sport,Hamilton Combo Set online only for Rs. 350 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'denver', 'sport', 'hamilton', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy denver rt milton coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
"Layer'r Shot Compact Impact ,Explode And Turbo Body Spray (Pack Of 3) Combo Set",Beauty and Personal Care,"Flipkart.com: Buy Layer'r Shot Compact Impact ,Explode And Turbo Body Spray (Pack Of 3) Combo Set online only for Rs. 355 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'layer', 'r', 'shot', 'compact', 'impact', 'explode', 'turbo', 'body', 'spray', 'pack', '', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy er r  compa impa  tuo body s pack  coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Apple MD199HN/A,Computers,Buy Apple MD199HN/A only for Rs. 5900 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'apple', 'mdhn', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy apple n r  flipkart com genui produ  day receme guaraee free sping cash divery
Archies VJ-556 Combo Set,Beauty and Personal Care,Flipkart.com: Buy Archies VJ-556 Combo Set online only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'archies', 'vj', '', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy archies vj  coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
